field_key,field_title,containment_title,matched_tokens,key_tokens,title_tokens,containment_title_label,field_type,field_key_exists_in_library_flag,missing_field_title
summary_text,Summary,1.0,['summary'],"['summary', 'text']",['summary'],HIGH,textarea,False,False
additional_summary_text,Additional Summary,1.0,"['additional', 'summary']","['additional', 'summary', 'text']","['additional', 'summary']",HIGH,textarea,False,False
next_steps_text,Next Steps/Plan,0.6667,"['next', 'step']","['next', 'step', 'text']","['next', 'plan', 'step']",PARTIAL,textarea,False,False
narrative,Narrative,1.0,['narrative'],['narrative'],['narrative'],HIGH,textarea,False,False
GoalTB,Client Goal Addressed,0.3333,['goal'],"['goal', 'tb']","['goal', 'address', 'client']",LOW,textarea,False,False
InterventionTB,Staff Intervention,0.5,['intervention'],"['intervention', 'tb']","['intervention', 'staff']",PARTIAL,textarea,False,False
ResponseTB,Client Response to Intervention,0.3333,['response'],"['tb', 'response']","['intervention', 'response', 'client']",LOW,textarea,False,False
PlanTB,Plan (What are the next Steps):,0.25,['plan'],"['plan', 'tb']","['what', 'next', 'plan', 'step']",LOW,textarea,False,False
NotesTB,Notes:,1.0,['note'],"['tb', 'note']",['note'],HIGH,textarea,False,False
barriers_addressed,Barriers Addressed,1.0,"['barrier', 'address']","['barrier', 'address']","['barrier', 'address']",HIGH,textarea,False,False
interactive_txt,Interactive Teaching,0.5,['interactive'],"['interactive', 'txt']","['interactive', 'teach']",PARTIAL,textarea,False,False
advocate_txt,Advocate,1.0,['advocate'],"['txt', 'advocate']",['advocate'],HIGH,textarea,False,False
behavioral_txt,Behavioral Rehearsal,0.5,['behavioral'],"['txt', 'behavioral']","['behavioral', 'rehearsal']",PARTIAL,textarea,False,False
linking_txt,Linking,1.0,['link'],"['txt', 'link']",['link'],HIGH,textarea,False,False
material_txt,Material Review And Repetition,0.3333,['material'],"['txt', 'material']","['material', 'review', 'repetition']",LOW,textarea,False,False
modeling_txt,Modeling,1.0,['modeling'],"['modeling', 'txt']",['modeling'],HIGH,textarea,False,False
monitoring_txt,Monitoring,1.0,['monitor'],"['txt', 'monitor']",['monitor'],HIGH,textarea,False,False
other_txt,Other,1.0,['other'],"['txt', 'other']",['other'],HIGH,textarea,False,False
problem_txt,Problem Solving,0.5,['problem'],"['txt', 'problem']","['solve', 'problem']",PARTIAL,textarea,False,False
prompting_txt,Prompting,1.0,['prompt'],"['txt', 'prompt']",['prompt'],HIGH,textarea,False,False
referral_txt,Referral,1.0,['referral'],"['referral', 'txt']",['referral'],HIGH,textarea,False,False
reinforcing_txt,Reinforcing,1.0,['reinforce'],"['txt', 'reinforce']",['reinforce'],HIGH,textarea,False,False
roleplay_txt,Role Play,0.0,[],"['txt', 'roleplay']","['play', 'role']",LOW,textarea,False,False
worksheets_txt,Worksheets,1.0,['worksheet'],"['worksheet', 'txt']",['worksheet'],HIGH,textarea,False,False
session_assessment,Session Assessment,1.0,"['assessment', 'session']","['assessment', 'session']","['assessment', 'session']",HIGH,textarea,False,False
plan_rec,Plan Recommendation,0.5,['plan'],"['rec', 'plan']","['recommendation', 'plan']",PARTIAL,textarea,False,False
response_plan,Response / Plan,1.0,"['plan', 'response']","['plan', 'response']","['plan', 'response']",HIGH,textarea,False,False
indiv_comments,Individual Comments,0.5,['comment'],"['indiv', 'comment']","['individual', 'comment']",PARTIAL,textarea,False,False
plan_comments,Plan Comments,1.0,"['plan', 'comment']","['plan', 'comment']","['plan', 'comment']",HIGH,textarea,False,False
response_interactions,Response/Interactions (include discussion regarding any significant events or changes in the life of the person served),0.1667,"['interaction', 'response']","['interaction', 'response']","['include', 'serve', 'response', 'interaction', 'significant', 'event', 'person', 'regard', 'change', 'life', 'any', 'discussion']",LOW,textarea,False,False
response_interactions,Response/Interactions (include discussion regarding any significant events or changes in the life of the person served),0.1667,"['interaction', 'response']","['interaction', 'response']","['include', 'serve', 'response', 'interaction', 'significant', 'event', 'person', 'regard', 'change', 'life', 'any', 'discussion']",LOW,textarea,False,False
objective,Objective,1.0,['objective'],['objective'],['objective'],HIGH,textarea,False,False
mental_status_exam,Mental Status Exam,1.0,"['status', 'mental', 'exam']","['status', 'mental', 'exam']","['status', 'mental', 'exam']",HIGH,textarea,False,False
situation,Situation,1.0,['situation'],['situation'],['situation'],HIGH,textarea,False,False
next_appointment,Next Appointment Date/Time,0.5,"['next', 'appointment']","['next', 'appointment']","['next', 'date', 'time', 'appointment']",PARTIAL,textarea,False,False
issues,Today's Presenting Issue(s),0.3333,['issue'],['issue'],"['present', 'today', 'issue']",LOW,textarea,False,False
summary_text,Session Summary,0.5,['summary'],"['summary', 'text']","['summary', 'session']",PARTIAL,textarea,False,False
history,History of Problem and any recent Stressors,0.2,['history'],['history'],"['problem', 'history', 'recent', 'any', 'stressor']",LOW,textarea,False,False
goal,What is your immediate goal for treatment?,0.2,['goal'],['goal'],"['what', 'your', 'goal', 'immediate', 'treatment']",LOW,textarea,False,False
long_term,What would you like to see be different in the long term?,0.25,"['long', 'term']","['long', 'term']","['different', 'you', 'what', 'would', 'see', 'long', 'term', 'like']",LOW,textarea,False,False
formulation,"Initial Clinical Formulation (Summary of presenting problem, problem history, treatment history, any information that is pertinent to treatment as well as diagnostic impressions)",0.0714,['formulation'],['formulation'],"['problem', 'clinical', 'history', 'information', 'pertinent', 'well', 'any', 'initial', 'diagnostic', 'present', 'treatment', 'impression', 'formulation', 'summary']",LOW,textarea,False,False
soap_note_textbox,SOAP Note,1.0,"['soap', 'note']","['soap', 'textbox', 'note']","['soap', 'note']",HIGH,textarea,False,False
clinical_impression_assessment_tb,Clinical Impression/Assessment,1.0,"['clinical', 'assessment', 'impression']","['assessment', 'clinical', 'impression', 'tb']","['assessment', 'clinical', 'impression']",HIGH,textarea,False,False
comments_tb,Disposition plan,0.0,[],"['comment', 'tb']","['disposition', 'plan']",LOW,textarea,False,False
notes_tb,Notes:,1.0,['note'],"['tb', 'note']",['note'],HIGH,textarea,False,False
soap_note_textbox,SOAP Note,1.0,"['soap', 'note']","['soap', 'textbox', 'note']","['soap', 'note']",HIGH,textarea,False,False
client_issues_discussed_textbox,Current Issues Discussed:,0.6667,"['discuss', 'issue']","['discuss', 'textbox', 'issue', 'client']","['current', 'discuss', 'issue']",PARTIAL,textarea,False,False
clinical_interventions_used_textbox,Clinical Interventions Used:,1.0,"['intervention', 'clinical', 'use']","['intervention', 'clinical', 'textbox', 'use']","['intervention', 'clinical', 'use']",HIGH,textarea,False,False
observations_made_textbox,Observations Made of Individual:,0.6667,"['observation', 'make']","['observation', 'make', 'textbox']","['observation', 'individual', 'make']",PARTIAL,textarea,False,False
clinical_assessment_textbox,Clinical Assessment of Issues:,0.6667,"['clinical', 'assessment']","['clinical', 'assessment', 'textbox']","['clinical', 'assessment', 'issue']",PARTIAL,textarea,False,False
plan_treatment_textbox,Plan for ongoing treatment or follow up needed:,0.3333,"['plan', 'treatment']","['textbox', 'plan', 'treatment']","['need', 'up', 'plan', 'follow', 'treatment', 'ongoing']",LOW,textarea,False,False
update_textbox,Update to individual's personal story,0.25,['update'],"['textbox', 'update']","['story', 'individual', 'personal', 'update']",LOW,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
response,Client Response to Intervention,0.3333,['response'],['response'],"['intervention', 'response', 'client']",LOW,textarea,False,False
situation_text,,0.0,[],"['situation', 'text']",['nan'],LOW,textarea,False,True
interventions_text,,0.0,[],"['intervention', 'text']",['nan'],LOW,textarea,False,True
response_text,,0.0,[],"['text', 'response']",['nan'],LOW,textarea,False,True
therapeutic_interventions_provided,Therapeutic Interventions Provided,1.0,"['intervention', 'provide', 'therapeutic']","['intervention', 'provide', 'therapeutic']","['intervention', 'provide', 'therapeutic']",HIGH,textarea,False,False
response_intervention,Response to Intervention/Progress Toward Goals and Objectives,0.3333,"['intervention', 'response']","['intervention', 'response']","['response', 'intervention', 'toward', 'goal', 'progress', 'objective']",LOW,textarea,False,False
addional_information_plan,Additional Information/Plan (if applicable),0.4,"['information', 'plan']","['addional', 'information', 'plan']","['information', 'applicable', 'plan', 'if', 'additional']",LOW,textarea,False,False
continued_plan,Continued Additional Information/Plan (if applicable):,0.3333,"['continued', 'plan']","['continued', 'plan']","['information', 'applicable', 'plan', 'if', 'continued', 'additional']",LOW,textarea,False,False
linkage_text,,0.0,[],"['linkage', 'text']",['nan'],LOW,textarea,False,True
advocacy_text,,0.0,[],"['advocacy', 'text']",['nan'],LOW,textarea,False,True
referral_text,,0.0,[],"['referral', 'text']",['nan'],LOW,textarea,False,True
monitoring_text,,0.0,[],"['monitor', 'text']",['nan'],LOW,textarea,False,True
followup_text,,0.0,[],"['text', 'followup']",['nan'],LOW,textarea,False,True
needs_text,,0.0,[],"['need', 'text']",['nan'],LOW,textarea,False,True
chief_complaint,Chief Complaint,1.0,"['chief', 'complaint']","['complaint', 'chief']","['complaint', 'chief']",HIGH,textarea,False,False
hpi,History of Present Illness,0.0,[],['hpi'],"['illness', 'history', 'present']",LOW,textarea,False,False
past_psychaitric_history,"Past Psychiatric History (Include: CSA, case management, hospitalizations)",0.25,"['history', 'past']","['history', 'psychaitric', 'past']","['include', 'history', 'management', 'hospitalization', 'case', 'csa', 'psychiatric', 'past']",LOW,textarea,False,False
history_suicidal_behavioral,History of Suicidal/Homicidal/Violent Behavior,0.4,"['suicidal', 'history']","['suicidal', 'history', 'behavioral']","['history', 'homicidal', 'violent', 'behavior', 'suicidal']",LOW,textarea,False,False
medical_history,"Medical History (head injury, seizure disorders, surgeries, etc.)",0.25,"['medical', 'history']","['medical', 'history']","['head', 'history', 'disorder', 'medical', 'seizure', 'injury', 'etc', 'surgery']",LOW,textarea,False,False
social_history,"Social History (family, emotional, physical, sex abuse, legal, substance use)",0.2,"['social', 'history']","['social', 'history']","['history', 'sex', 'use', 'substance', 'physical', 'family', 'social', 'emotional', 'abuse', 'legal']",LOW,textarea,False,False
description,Description:,1.0,['description'],['description'],['description'],HIGH,textarea,False,False
persons_present,Persons Present,1.0,"['present', 'person']","['present', 'person']","['present', 'person']",HIGH,textarea,False,False
changes_previous_previous_visit,Changes from Previous Visit,1.0,"['visit', 'previous', 'change']","['visit', 'previous', 'change']","['visit', 'previous', 'change']",HIGH,textarea,False,False
mental_status_exam,Mental Status Exam,1.0,"['status', 'mental', 'exam']","['status', 'mental', 'exam']","['status', 'mental', 'exam']",HIGH,textarea,False,False
labs,Labs,1.0,['lab'],['lab'],['lab'],HIGH,textarea,False,False
medical_conditions,Medical Conditions,1.0,"['medical', 'condition']","['medical', 'condition']","['medical', 'condition']",HIGH,textarea,False,False
psychiatric_recommendations_medication_side_effects,"Psychiatric Recommendations including Justification of Medication, Side Effects, and Adverse Reactions",0.5556,"['recommendation', 'psychiatric', 'medication', 'side', 'effect']","['recommendation', 'psychiatric', 'medication', 'side', 'effect']","['include', 'adverse', 'recommendation', 'reaction', 'psychiatric', 'medication', 'justification', 'side', 'effect']",PARTIAL,textarea,False,False
client_participation_text,,0.0,[],"['participation', 'text', 'client']",['nan'],LOW,textarea,False,True
