report_class_id,field_key,field_title,field_type,field_key exists in field_key_library?,field_key_definition
DidiHirschSAPCReport,plan,PLAN FOR SUBSEQUENT SERVICES:,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
DirectionsForLivingOutreachReport,notes_field,Notes Field,textarea,TRUE,"The 'notes_field' refers to a detailed log of interactions in the context of Early Childhood Intervention (ECI) services. It encompasses information about the child and their family, the service providers involved, the nature and purpose of the interaction, and the method and location of communication. The notes summarize the discussions held, progress made, changes in the child's condition, and any new needs identified. They also outline the goals or procedures developed to meet these needs and any necessary follow-up actions. Additionally, the field records information about transition plans, including discussions about eligibility for other services, consent obtained for referrals, and next steps in the process. It also includes reasons for any missed appointments and efforts to reschedule them. This comprehensive documentation helps maintain continuity of care and ensures that each child's needs are being effectively addressed."
DirectionsForLivingProgramcloseReport,notes,Notes Field,textarea,TRUE,"This field usually includes any additional observations or comments from the therapist about the client's current state, behaviors, or treatment progress. It can sometimes include more general information of worth-noting issues that happened during the session or the meeting."
DirectionsForLivingProgramcloseReport,first_began,"When you first began services, you were (describe symptoms, housing, medical needs, family/social situations, etc.)",textarea,FALSE,
DirectionsForLivingProgramcloseReport,goals_progress,Here are your goals and the progress you've made and some gains you've achieved.,textarea,FALSE,
DirectionsForLivingProgramcloseReport,details_services,Details and Services at other agencies.,textarea,FALSE,
DiscoverybhCareManagementReport,presenting_issue,Presenting Issue,textarea,FALSE,
DiscoverybhCareManagementReport,intervention,Care Manager Intervention Provided During the Session,textarea,TRUE,"The Field ‘intervention' refers to the various therapeutic techniques, strategies, or actions that a therapist employs to help clients address and work through their challenges. These interventions are designed to promote positive change, enhance coping skills, and facilitate personal growth. The specific interventions used can vary depending on the therapeutic approach, the goals of therapy, and the needs of the individual client. These can range from positive reinforcement and radical acceptance to cognitive-behavioral methods and solution-focused brief therapy. The interventions are the therapist’s way of assisting the client to proceed towards their therapeutic goals."
DiscoverybhCareManagementReport,additional_intervention,Additional Care Manager Intervention Provided During the Session,textarea,FALSE,
DiscoverybhCareManagementReport,response,Client response to interventions performed,textarea,FALSE,
DiscoverybhCareManagementReport,progress_towards_goal,Progress towards goals,textarea,FALSE,
DiscoverybhCareManagementReport,additional_progress,Additional Progress towards goals to be addressed during the interim or at next session,textarea,FALSE,
DiscoverybhSUDCMReport,comments,Comments,textarea,TRUE,"This field allows healthcare professionals to capture supplementary information at their discretion, without categorical limitations but may often include information not covered by other fields, or issues that require extra emphasis."
DiversusTherapyNoteReport,focus_of_session,"What was the focus of the session (i.e. alleviation of emotional disturbances, reversal or change of maladaptive Patterns or behaviors, encouragement of personality growth or development)?",textarea,FALSE,
DiversusTherapyNoteReport,interventions_provided,Describe the interventions provided.,textarea,FALSE,
DiversusTherapyNoteReport,clients_response_to_intervention,"Describe the client's response to the intervention, progress made toward goals and clients strengths. If progress is not being made, describe reasons and barriers to progress.",textarea,FALSE,
DiversusTherapyNoteReport,document_plan,Document the plan. If there were barriers describe the plan to overcome the barriers.,textarea,FALSE,
DLawrenceTriageNoteReport,desribe_reason,,checkbox,FALSE,
DLawrenceTriageNoteReport,desribe_reason_text,,textarea,FALSE,
DLawrenceTriageNoteReport,summary_intervention,,checkbox,FALSE,
DLawrenceTriageNoteReport,summary_intervention_text,,textarea,FALSE,
EastersealsEMTCMProgressReport,summary_contact,Summary of Contact,textarea,FALSE,
ExodusRecoveryCommunityOutreachNoteReport,description,"Description of COS Service, Future Plans and Recommendations",textarea,FALSE,
firstmeeting,narrative,סיכום פגישה,textarea,FALSE,
ForaHealthIndividualProgressNoteReport,summary,New information provided by patient / summary of topics discussed:,textarea,TRUE,This field is a concise summary of the interaction between client and therapist regarding the interventions that were employed during the session in order to advance the client toward their goals. The field is restricted to 4000 characters.
ForaHealthIndividualProgressNoteReport,assessment,"As related to treatment plan objectives, patient's response to intervention(s) / Changes in mental status or patient presentation:",textarea,TRUE,"This field captures the thorough analysis or evaluation of a client's mental and emotional state, as observed by the therapist during the session. This often includes, but is not limited to, the client's emotional responses, mood states, behavioral patterns, coping mechanisms, and relational dynamics. It may also touch upon life transitions or events impacting the client's well-being, as well as the client's recognition and management of their emotional health. It may also include screening and/or assessment results from evaluations conducted and self report tools.."
ForaHealthIndividualProgressNoteReport,barriers,Barriers to progress:,textarea,FALSE,
ForaHealthIndividualProgressNoteReport,plan,What patient / clinician will do / read / practice or think about between sessions:,textarea,TRUE,"This field describes the future steps or action strategies for the patient's treatment. This is not your overall treatment plan, but what the therapist hopes to accomplish and the actions they and/or the client would like to take between sessions.It describes the specific plans or actions that are intended for the client, based on their unique situations, feelings and thoughts. It involves outlining practical steps to be taken by the client regarding their situation and work in therapy like investigating job options, making appointments, adjusting medication adherence, working on recognizing cognitive distortions or practicing coping skills. It’s usually used for documenting the decisions made, proposed strategies, as well as steps for future engagement and sessions. It is also used for recording barriers in treatment as observed by the therapist and outlining the steps to overcome them."
